fiyat;marka;seri;model;yil;yakit;vites;km;motor_gucu_hp;motor_hacmi_cc;cekis;renk;garanti;kimden
44750;Opel;Corsa;1.4 Twinport Essentia;2012;Benzin;Otomatik;129000;100;1364;Önden;Gri;Hayýr;Galeriden
16500;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;240000;90;1389;Önden;Mavi;Evet;Galeriden
34500;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin & LPG;Manuel;49451;85;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
25750;Opel;Corsa;1.2 Essentia;2005;Benzin;Manuel;211000;80;1229;Önden;Gümüþ Gri;Hayýr;Galeriden
31000;Opel;Corsa;1.3 CDTI Enjoy;2009;Dizel;Manuel;243498;75;1248;Önden;Siyah;Hayýr;Galeriden
23500;Opel;Corsa;1.4 Swing;1999;Benzin & LPG;Manuel;140000;90;1389;Önden;Beyaz;Hayýr;Sahibinden
28500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;178000;75;1248;Önden;Beyaz;Hayýr;Galeriden
38250;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;141500;75;1248;Önden;Sarý;Hayýr;Sahibinden
45400;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;119000;95;1248;Önden;Beyaz;Evet;Galeriden
49500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;73000;75;1248;Önden;Gri;Hayýr;Sahibinden
59900;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;20500;90;1398;Önden;Kýrmýzý;Evet;Sahibinden
35250;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;154000;75;1248;Önden;Siyah;Hayýr;Sahibinden
49500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;49100;90;1398;Önden;Siyah;Hayýr;Galeriden
28500;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;153000;70;1248;Önden;Bordo;Hayýr;Galeriden
45750;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;85000;100;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
71750;Opel;Corsa;1.4 Enjoy;2017;Benzin;Yarý Otomatik;400;90;1398;Önden;Beyaz;Evet;Sahibinden
26750;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;228000;151;1601;Önden;Beyaz;Evet;Galeriden
40500;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;165000;75;1248;Önden;Beyaz;Hayýr;Galeriden
36450;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;96647;75;1248;Önden;Siyah;Hayýr;Galeriden
22000;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Otomatik;165000;90;1389;Önden;Gümüþ Gri;Hayýr;Galeriden
23000;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Otomatik;200000;90;1389;Önden;Gümüþ Gri;Hayýr;Galeriden
49000;Opel;Corsa;1.4 Color Edition;2015;Benzin;Yarý Otomatik;17900;90;1398;Önden;Sarý;Hayýr;Galeriden
20850;Opel;Corsa;1.4 Swing;1997;Benzin;Otomatik;120000;76;1401;Önden;Sarý;Hayýr;Galeriden
35750;Opel;Corsa;1.4 Enjoy;2008;Benzin & LPG;Manuel;173000;90;1364;Önden;Mavi;Hayýr;Galeriden
28500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;162000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
32000;Opel;Corsa;1.2 Enjoy;2009;Benzin;Yarý Otomatik;68000;80;1229;Önden;Gümüþ Gri;Hayýr;Galeriden
45750;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;73000;75;1248;Önden;Beyaz;Hayýr;Galeriden
19500;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;285000;126;1601;Önden;Beyaz;Hayýr;Sahibinden
32750;Opel;Corsa;1.3 CDTI Silverline;2006;Dizel;Manuel;210000;70;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
37000;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;168000;90;1248;Önden;Gri;Hayýr;Sahibinden
37750;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;46000;76;1200;Önden;Kahverengi;Hayýr;Sahibinden
29900;Opel;Corsa;1.2 Twinport Enjoy 111;2010;Benzin;Manuel;91150;85;1229;Önden;Mavi;Hayýr;Galeriden
28500;Opel;Corsa;1.3 CDTI Cosmo;2004;Dizel;Yarý Otomatik;271500;70;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
20500;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;105000;65;1199;Önden;Kýrmýzý;Hayýr;Sahibinden
39750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;169000;75;1248;Önden;Beyaz;Evet;Galeriden
18000;Opel;Corsa;1.4 Swing;1996;Benzin & LPG;Manuel;190000;60;1389;Önden;Siyah;Hayýr;Sahibinden
27500;Opel;Corsa;1.0 Essentia;2004;Benzin;Manuel;75000;60;998;Önden;Mavi;Hayýr;Sahibinden
24500;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Otomatik;145000;90;1389;Önden;Yeþil;Hayýr;Sahibinden
49900;Opel;Corsa;1.2 Essentia;2016;Benzin;Manuel;5000;70;1229;Önden;Füme;Evet;Galeriden
49950;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;57705;90;1398;Önden;Kýrmýzý;Hayýr;Galeriden
42900;Opel;Corsa;1.3 CDTI Enjoy;2010;Dizel;Yarý Otomatik;176000;90;1248;Önden;Kýrmýzý;Hayýr;Galeriden
46500;Opel;Corsa;1.2 Essentia;2015;Benzin;Manuel;19000;70;1229;Önden;Yeþil;Evet;Galeriden
29000;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;220000;70;1248;Önden;Mavi;Hayýr;Galeriden
49250;Opel;Corsa;1.3 CDTI Color Edition;2012;Dizel;Manuel;74000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
27900;Opel;Corsa;1.4 Enjoy;2004;Benzin;Yarý Otomatik;252000;90;1364;Önden;Yeþil;Hayýr;Sahibinden
56500;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;49000;90;1398;Önden;Kýrmýzý;Evet;Galeriden
45000;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin & LPG;Manuel;75000;100;1364;Önden;Gri;Hayýr;Sahibinden
51000;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;45000;90;1398;Önden;Beyaz;Hayýr;Galeriden
38500;Opel;Corsa;1.2 Enjoy;2008;Benzin;Yarý Otomatik;53642;80;1229;Önden;Gri;Hayýr;Galeriden
22500;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;193360;151;1601;Önden;Beyaz;Hayýr;Sahibinden
23750;Opel;Corsa;1.4 GLS;1998;Benzin;Otomatik;168000;76;1201;Önden;Bordo;Hayýr;Sahibinden
48000;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;85257;100;1364;Önden;Siyah;Hayýr;Galeriden
28000;Opel;Corsa;1.4 Enjoy;2004;Benzin & LPG;Manuel;225000;90;1364;Önden;Lacivert;Hayýr;Sahibinden
56500;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;45000;90;1398;Önden;Beyaz;Evet;Galeriden
57000;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;21000;90;1398;Önden;Füme;Evet;Sahibinden
17000;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;280000;65;1199;Önden;Gri;Hayýr;Galeriden
67500;Opel;Corsa;1.4 Enjoy;2017;Benzin;Manuel;10;90;1398;Önden;Gri;Evet;Galeriden
36000;Opel;Corsa;1.2 Enjoy;2004;Benzin & LPG;Yarý Otomatik;90000;76;1200;Önden;Gümüþ Gri;Hayýr;Sahibinden
58500;Opel;Corsa;1.4 Essentia;2016;Benzin;Yarý Otomatik;21000;90;1398;Önden;Kýrmýzý;Evet;Sahibinden
48750;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin;Otomatik;65000;100;1364;Önden;Kahverengi;Evet;Galeriden
43850;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;115000;75;1248;Önden;Beyaz;Evet;Galeriden
41500;Opel;Corsa;1.4 Sport;2010;Benzin;Otomatik;83500;90;1364;Önden;Gri;Hayýr;Sahibinden
75000;Opel;Corsa;1.3 CDTI Enjoy;2016;Dizel;Yarý Otomatik;23000;95;1248;Önden;Beyaz;Evet;Sahibinden
34250;Opel;Corsa;1.4 Elegance;2003;Benzin;Otomatik;117000;90;1389;Önden;Kýrmýzý;Hayýr;Galeriden
27500;Opel;Corsa;1.2 Enjoy;2004;Benzin;Manuel;100000;80;1229;Önden;Beyaz;Hayýr;Galeriden
22750;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Otomatik;211000;90;1389;Önden;Mavi;Hayýr;Galeriden
47000;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;55000;100;1364;Önden;Siyah;Hayýr;Galeriden
51500;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin & LPG;Otomatik;43000;100;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
38950;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;145000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
48500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;49000;75;1248;Önden;Kahverengi;Hayýr;Sahibinden
48750;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin;Otomatik;36000;100;1364;Önden;Füme;Evet;Galeriden
33500;Opel;Corsa;1.2 Essentia;2009;Benzin;Manuel;108500;76;1201;Önden;Kýrmýzý;Hayýr;Sahibinden
48000;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;69021;100;1364;Önden;Siyah;Hayýr;Galeriden
49750;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;30000;100;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
57500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;12000;90;1398;Önden;Beyaz;Evet;Galeriden
24750;Opel;Corsa;1.4 GLS;2000;Benzin & LPG;Manuel;94000;90;1389;Önden;Beyaz;Evet;Galeriden
25000;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;104000;65;1199;Önden;Beyaz;Hayýr;Galeriden
38500;Opel;Corsa;1.4 Cosmo;2011;Benzin;Otomatik;59500;90;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
21750;Opel;Corsa;1.3 CDTI Sport;2007;Dizel;Manuel;284453;90;1248;Önden;Beyaz;Hayýr;Sahibinden
59500;Opel;Corsa;1.4 Enjoy;2015;Benzin;Otomatik;25000;76;1201;Önden;Beyaz;Evet;Sahibinden
22000;Opel;Corsa;1.4 GLS;1999;Benzin;Manuel;87670;90;1389;Önden;Gümüþ Gri;Hayýr;Galeriden
38750;Opel;Corsa;1.2 Essentia;2007;Benzin;Yarý Otomatik;91400;76;1200;Önden;Beyaz;Hayýr;Sahibinden
35500;Opel;Corsa;1.3 CDTI Enjoy;2010;Dizel;Manuel;196000;90;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
31000;Opel;Corsa;1.3 CDTI Sport;2007;Dizel;Manuel;190000;90;1248;Önden;Lacivert;Hayýr;Sahibinden
19750;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Manuel;225000;90;1389;Önden;Kýrmýzý;Hayýr;Galeriden
42750;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;58000;85;1229;Önden;Siyah;Hayýr;Galeriden
59500;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;17000;90;1398;Önden;Kýrmýzý;Hayýr;Galeriden
45000;Opel;Corsa;1.4 Enjoy;2010;Benzin;Manuel;80000;90;1364;Önden;Füme;Hayýr;Galeriden
56900;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;38000;90;1398;Önden;Beyaz;Evet;Galeriden
26500;Opel;Corsa;1.3 CDTI Silverline;2006;Dizel;Manuel;270000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
27500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;225000;75;1248;Önden;Beyaz;Hayýr;Galeriden
52500;Opel;Corsa;1.4 Design;2015;Benzin;Otomatik;66000;76;1201;Önden;Lacivert;Hayýr;Galeriden
56250;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;33500;90;1398;Önden;Lacivert;Hayýr;Sahibinden
44850;Opel;Corsa;1.4 Sport;2007;Benzin;Otomatik;76000;90;1364;Önden;Mavi;Hayýr;Galeriden
44500;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Yarý Otomatik;78000;85;1229;Önden;Gümüþ Gri;Hayýr;Galeriden
34250;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;167000;75;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
23000;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;272000;75;1248;Önden;Beyaz;Hayýr;Galeriden
33750;Opel;Corsa;1.4 Enjoy;2004;Benzin;Yarý Otomatik;71000;90;1364;Önden;Mavi;Hayýr;Galeriden
21350;Opel;Corsa;1.4 GLS;2000;Benzin & LPG;Manuel;202000;90;1389;Önden;Beyaz;Hayýr;Sahibinden
43500;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;106000;75;1248;Önden;Beyaz;Hayýr;Galeriden
33900;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;190000;76;1201;Arkadan;Beyaz;Hayýr;Sahibinden
43250;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;112000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
41750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;129500;75;1248;Önden;Beyaz;Hayýr;Sahibinden
58700;Opel;Corsa;1.4 Design;2017;Benzin;Otomatik;7751;90;1398;Önden;Gri;Evet;Galeriden
44750;Opel;Corsa;1.3 CDTI Enjoy;2009;Dizel;Yarý Otomatik;49700;90;1248;Önden;Siyah;Hayýr;Sahibinden
39000;Opel;Corsa;1.2 Twinport Enjoy 111;2011;Benzin;Manuel;45000;85;1229;Önden;Gri;Hayýr;Galeriden
31500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Yarý Otomatik;140000;70;1248;Önden;Gri;Hayýr;Galeriden
22600;Opel;Corsa;1.4 CD;1998;Benzin & LPG;Otomatik;186000;90;1389;Önden;Mavi;Hayýr;Galeriden
30500;Opel;Corsa;1.4 GLS;2000;Benzin & LPG;Otomatik;127000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
53000;Opel;Corsa;1.3 CDTI Enjoy;2014;Dizel;Manuel;44000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
26500;Opel;Corsa;1.2 Twinport Enjoy;2004;Benzin & LPG;Yarý Otomatik;103000;51;1200;Önden;Siyah;Hayýr;Galeriden
48750;Opel;Corsa;1.3 CDTI Enjoy;2014;Dizel;Manuel;84000;75;1248;Önden;Kahverengi;Evet;Galeriden
15250;Opel;Corsa;1.2 Swing;1999;Benzin;Manuel;19000;65;1199;Önden;Gri;Hayýr;Galeriden
47500;Opel;Corsa;1.4 Twinport Essentia;2014;Benzin;Otomatik;95500;100;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
38500;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;85000;51;1201;Önden;Beyaz;Hayýr;Galeriden
26750;Opel;Corsa;1.2 Enjoy;2004;Benzin;Manuel;117000;80;1229;Önden;Beyaz;Hayýr;Galeriden
28500;Opel;Corsa;1.3 CDTI Essentia;2009;Dizel;Manuel;180000;75;1248;Önden;Mavi;Hayýr;Galeriden
45950;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Manuel;28500;85;1229;Önden;Füme;Hayýr;Galeriden
24500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;205000;70;1248;Önden;Beyaz;Evet;Galeriden
18750;Opel;Corsa;1.6 GSi;1996;Benzin;Manuel;280000;106;1598;Önden;Yeþil;Hayýr;Galeriden
60500;Opel;Corsa;1.4 Design;2017;Benzin;Otomatik;2000;90;1398;Önden;Gri;Evet;Galeriden
25000;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;232000;51;1601;Önden;Beyaz;Hayýr;Galeriden
41750;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;92500;75;1248;Önden;Beyaz;Hayýr;Galeriden
36500;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;155251;75;1248;Önden;Gri;Evet;Galeriden
41000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;150000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
59250;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;27000;90;1398;Önden;Füme;Hayýr;Galeriden
16750;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;248000;51;1201;Önden;Gri;Hayýr;Sahibinden
38500;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Yarý Otomatik;39000;85;1229;Önden;Gümüþ Gri;Hayýr;Galeriden
36500;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;97000;75;1248;Önden;Mavi;Hayýr;Galeriden
44000;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;133470;75;1248;Önden;Beyaz;Hayýr;Galeriden
46000;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;84000;100;1364;Önden;Kahverengi;Evet;Galeriden
17750;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;180000;65;1199;Önden;Sarý;Hayýr;Galeriden
38400;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;125000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
20750;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;215000;90;1389;Önden;Gümüþ Gri;Hayýr;Sahibinden
35500;Opel;Corsa;1.4 Twinport Enjoy 111;2011;Benzin;Otomatik;108000;76;1401;Önden;Siyah;Hayýr;Sahibinden
41000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;80800;75;1248;Önden;Beyaz;Hayýr;Sahibinden
30000;Opel;Corsa;1.2 Essentia;2007;Benzin;Manuel;132000;80;1229;Önden;Bej;Hayýr;Sahibinden
30000;Opel;Corsa;1.2 Essentia;2005;Benzin;Manuel;106500;80;1229;Önden;Gri;Hayýr;Sahibinden
26750;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;177500;70;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
39000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;130000;51;1201;Önden;Beyaz;Hayýr;Galeriden
31000;Opel;Corsa;1.2 Twinport Essentia;2008;Benzin & LPG;Manuel;131000;76;1201;Önden;Gri;Evet;Sahibinden
17250;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;301;126;1601;Önden;Beyaz;Hayýr;Galeriden
39000;Opel;Corsa;1.2 Essentia;2013;Benzin;Manuel;26000;51;1201;Önden;Beyaz;Hayýr;Sahibinden
29250;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;194000;70;1248;Önden;Kýrmýzý;Hayýr;Galeriden
20650;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;180000;65;1199;Önden;Gümüþ Gri;Hayýr;Galeriden
25500;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;161000;51;1201;Önden;Gri;Hayýr;Sahibinden
58950;Opel;Corsa;1.3 CDTI Color Edition;2015;Dizel;Manuel;51000;75;1248;Önden;Kýrmýzý;Hayýr;Galeriden
21500;Opel;Corsa;1.4 GLS;1999;Benzin;Otomatik;119000;90;1389;Önden;Gri;Hayýr;Sahibinden
16850;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;155000;101;1601;Önden;Beyaz;Hayýr;Galeriden
43900;Opel;Corsa;1.4 Twinport Color Edition;2012;Benzin;Otomatik;35000;100;1364;Önden;Beyaz;Hayýr;Galeriden
45000;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;69000;90;1398;Önden;Mavi;Hayýr;Sahibinden
53500;Opel;Corsa;1.4 Essentia;2016;Benzin;Yarý Otomatik;17568;90;1398;Önden;Gri;Hayýr;Galeriden
49900;Opel;Corsa;1.4 Twinport Enjoy;2011;Benzin;Otomatik;36000;100;1364;Önden;Siyah;Evet;Galeriden
35750;Opel;Corsa;1.3 CDTI Enjoy;2005;Dizel;Manuel;110150;70;1248;Önden;Beyaz;Hayýr;Galeriden
43990;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Yarý Otomatik;44800;85;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
39500;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;139000;75;1248;Önden;Beyaz;Evet;Galeriden
34750;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Yarý Otomatik;147000;70;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
16950;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;195000;51;1201;Önden;Turkuaz;Hayýr;Galeriden
29950;Opel;Corsa;1.3 CDTI Enjoy;2005;Dizel;Yarý Otomatik;180000;70;1248;Önden;Siyah;Hayýr;Galeriden
24850;Opel;Corsa;1.4 Enjoy;2004;Benzin;Manuel;228000;90;1364;Önden;Mavi;Hayýr;Galeriden
42500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;94000;76;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
19050;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;191000;60;1389;Önden;Lacivert;Hayýr;Sahibinden
20500;Opel;Corsa;1.3 CDTI Cosmo;2006;Dizel;Manuel;240000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
17000;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;260000;90;1389;Önden;Sarý;Evet;Sahibinden
37750;Opel;Corsa;1.3 CDTI Enjoy 111;2010;Dizel;Manuel;136682;90;1248;Önden;Lacivert;Hayýr;Sahibinden
36000;Opel;Corsa;1.3 CDTI Sport;2007;Dizel;Manuel;210000;90;1248;Önden;Siyah;Hayýr;Sahibinden
26000;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;195000;90;1248;Önden;Gri;Hayýr;Sahibinden
42000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;98852;75;1248;Önden;Beyaz;Hayýr;Sahibinden
17000;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;178000;60;1389;Önden;Siyah;Evet;Sahibinden
35750;Opel;Corsa;1.3 CDTI Essentia;2008;Dizel;Manuel;152000;76;1201;Önden;Beyaz;Hayýr;Galeriden
24500;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;173000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
50000;Opel;Corsa;1.2 Essentia;2016;Benzin;Manuel;17785;70;1229;Önden;Kýrmýzý;Evet;Galeriden
18350;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;132000;90;1389;Önden;Yeþil;Hayýr;Sahibinden
33000;Opel;Corsa;1.2 Essentia;2007;Benzin & LPG;Manuel;135000;80;1229;Önden;Gri;Hayýr;Sahibinden
46750;Opel;Corsa;1.4 Twinport Essentia;2012;Benzin;Otomatik;33000;100;1364;Önden;Kahverengi;Hayýr;Sahibinden
43750;Opel;Corsa;1.4 Enjoy;2007;Benzin & LPG;Otomatik;105000;90;1364;Önden;Yeþil;Hayýr;Sahibinden
58500;Opel;Corsa;1.4 Design;2017;Benzin;Otomatik;23091;90;1398;Önden;Gri;Evet;Galeriden
58900;Opel;Corsa;1.4 Design;2017;Benzin;Otomatik;20677;90;1398;Önden;Siyah;Evet;Galeriden
21900;Opel;Corsa;1.2 Enjoy;2005;Benzin;Manuel;174000;80;1229;Önden;Siyah;Hayýr;Galeriden
39500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;131800;75;1248;Önden;Beyaz;Hayýr;Galeriden
28000;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;212500;70;1248;Önden;Gri;Hayýr;Sahibinden
17900;Opel;Corsa;1.3 CDTI Sport;2006;Dizel;Manuel;244455;90;1248;Önden;Beyaz;Hayýr;Galeriden
52000;Opel;Corsa;1.3 CDTI Enjoy 111;2011;Dizel;Manuel;110000;76;1200;Önden;Beyaz;Hayýr;Sahibinden
43500;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin & LPG;Otomatik;110000;76;1201;Önden;Lacivert;Hayýr;Sahibinden
26750;Opel;Corsa;1.2 Swing;2000;Benzin;Otomatik;134000;65;1199;Önden;Gümüþ Gri;Hayýr;Sahibinden
42250;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;137250;51;1201;Önden;Beyaz;Hayýr;Galeriden
43750;Opel;Corsa;1.2 Enjoy;2009;Benzin;Manuel;64000;80;1229;Önden;Mavi;Hayýr;Sahibinden
31750;Opel;Corsa;1.2 Enjoy;2008;Benzin;Manuel;139000;80;1229;Önden;Füme;Hayýr;Sahibinden
38500;Opel;Corsa;1.2 Twinport Enjoy 111;2011;Benzin;Manuel;98000;85;1229;Önden;Gri;Hayýr;Sahibinden
22750;Opel;Corsa;1.0 ECO Club;2003;Benzin;Yarý Otomatik;187000;58;973;Önden;Gri;Hayýr;Galeriden
28250;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Yarý Otomatik;208000;70;1248;Önden;Füme;Evet;Sahibinden
65250;Opel;Corsa;1.4 Color Edition;2015;Benzin;Yarý Otomatik;11000;90;1398;Önden;Beyaz;Hayýr;Sahibinden
41900;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;85000;51;1201;Önden;Beyaz;Hayýr;Sahibinden
16750;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;307000;90;1389;Önden;Siyah;Hayýr;Sahibinden
19750;Opel;Corsa;1.2 Swing;1999;Benzin & LPG;Otomatik;211000;65;1199;Önden;Lacivert;Hayýr;Sahibinden
17900;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;249000;90;1389;Önden;Beyaz;Hayýr;Galeriden
31000;Opel;Corsa;1.4 Enjoy;2004;Benzin & LPG;Manuel;192000;90;1364;Önden;Gri;Hayýr;Sahibinden
39400;Opel;Corsa;1.2 Twinport Essentia;2008;Benzin;Yarý Otomatik;113000;80;1229;Önden;Siyah;Hayýr;Sahibinden
30850;Opel;Corsa;1.4 Enjoy;2004;Benzin;Yarý Otomatik;165000;90;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
28400;Opel;Corsa;1.2 Twinport Essentia;2006;Benzin;Yarý Otomatik;63000;80;1229;Önden;Beyaz;Hayýr;Sahibinden
32750;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Yarý Otomatik;178000;90;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
29500;Opel;Corsa;1.2 Enjoy;2009;Benzin & LPG;Manuel;114000;80;1229;Önden;Mavi;Hayýr;Galeriden
56000;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;35880;95;1248;Önden;Beyaz;Hayýr;Sahibinden
